question,guidance,answer,reporting_unit,confidence_score,difficulty,ticker,year,type,source_pdf,chunk_id
"Which specific product categories are covered under the 'Operational Review' section in ICBP's 2021 annual report, and on what pages can each be found?","First, find the main section titled 'Operational Review' (Ulasan Kinerja Operasional). Then, identify all the sub-sections listed directly beneath it that represent specific product categories. For each category, extract its name and the corresponding page number.","The 'Operational Review' section in ICBP's 2021 annual report covers the following product categories: Noodles (Mi Instan) on page 46, Dairy on page 56, Snack Foods (Makanan Ringan) on page 64, Food Seasonings (Penyedap Makanan) on page 72, Nutrition & Special Foods (Nutrisi & Makanan Khusus) on page 80, Beverages (Minuman) on page 88, and Packaging on page 96.",N/A,0.97,summarization,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0002
"Based on the structure of the table of contents for ICBP's 2021 annual report, what can be inferred about the company's focus on corporate governance and social responsibility?",Locate the sections related to 'Corporate Governance' and 'Corporate Social and Environmental Responsibility'. Note their presence and the existence of specific sub-reports like 'Audit Committee Report'. The inclusion and dedicated sections for these topics allow for an inference about their importance to the company.,"The table of contents for ICBP's 2021 annual report includes dedicated sections for 'Corporate Governance' (page 104), 'Audit Committee Report' (page 130), and 'Corporate Social and Environmental Responsibility' (page 142). The explicit inclusion and separate detailing of these sections suggest that ICBP places a significant focus on robust corporate governance practices and its social and environmental responsibilities.",N/A,0.95,logical_inference,ICBP,2021,text,ICBP-Annual-Report-2021_marker,ICBP-Annual-Report-2021_marker_chk0002
Berapakah jumlah aset lancar UNVR pada tahun 2021?,"Locate the row labeled 'Jumlah aset lancar' (Total current assets). Then, find the value in the column corresponding to '31 December 2021'.","Jumlah aset lancar UNVR pada tahun 2021 adalah 7,642,208.",Full Amount,0.97,direct_retrieval,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0011
Berapakah selisih antara jumlah liabilitas jangka pendek UNVR pada 31 Desember 2020 dan 31 Desember 2021?,"Locate the row 'Jumlah liabilitas jangka pendek'. Extract the value for '31 December 2020' (13,357,536) and '31 December 2021' (12,445,152). Subtract the 2021 value from the 2020 value.","Selisih antara jumlah liabilitas jangka pendek UNVR pada 31 Desember 2020 dan 31 Desember 2021 adalah 912,384.",Full Amount,0.96,arithmetic_reasoning,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0011
Bagaimana tren jumlah aset UNVR dari tahun 2020 ke tahun 2021?,"Locate the row 'Jumlah aset' (Total assets). Compare the value for '31 December 2021' (19,068,532) with the value for '31 December 2020' (20,534,632). Determine if the value increased or decreased.","Jumlah aset UNVR mengalami penurunan dari 20,534,632 pada 31 Desember 2020 menjadi 19,068,532 pada 31 Desember 2021.",Full Amount,0.95,comparative_trend,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0011
Berapakah jumlah laba bruto UNVR pada 31 Desember 2021?,"Untuk menemukan jumlah laba bruto UNVR pada 31 Desember 2021, cari baris 'Jumlah laba bruto' dan ambil nilai yang tertera di kolom '31 December 2021'.","19,626,387",Full Amount,0.98,direct_retrieval,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0013
Berapakah selisih antara Beban penjualan UNVR pada 31 Desember 2020 dan 31 Desember 2021?,"Pertama, temukan nilai 'Beban penjualan' untuk 31 Desember 2020, yaitu (8,628,647). Kedua, temukan nilai 'Beban penjualan' untuk 31 Desember 2021, yaitu (7,864,452). Ketiga, hitung selisih absolut antara kedua nilai tersebut: |(8,628,647)| - |(7,864,452)|.","Selisih Beban penjualan UNVR antara 31 Desember 2020 dan 31 Desember 2021 adalah 764,195.",Full Amount,0.96,arithmetic_reasoning,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0013
Apakah Pendapatan keuangan UNVR meningkat atau menurun pada 31 Desember 2021 dibandingkan dengan 31 Desember 2020?,"Untuk menentukan tren Pendapatan keuangan UNVR, bandingkan nilai 'Pendapatan keuangan' pada 31 Desember 2021 dengan nilai pada 31 Desember 2020. Nilai 2021 adalah 2,017 dan nilai 2020 adalah 4,647. Bandingkan kedua angka tersebut.","Pendapatan keuangan UNVR menurun pada 31 Desember 2021 (2,017) dibandingkan dengan 31 Desember 2020 (4,647).",Full Amount,0.97,comparative_trend,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0013
Berapakah nilai Saham biasa (Common stocks) UNVR pada akhir periode tahun 2021?,"Untuk menemukan nilai Saham biasa (Common stocks) UNVR pada akhir periode tahun 2021, cari baris 'Posisi ekuitas, akhir periode' (Equity position, end of the period) dan kolom 'Saham biasa' (Common stocks). Nilai yang berada di persimpangan tersebut adalah jawabannya.","76,300",Full Amount,0.97,direct_retrieval,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0016
"Berapakah perubahan bersih pada Saldo laba yang belum ditentukan penggunaannya (Unappropriated retained earnings) UNVR di tahun 2021, dengan mempertimbangkan Laba (rugi), Pendapatan komprehensif lainnya, dan Distribusi dividen kas?","Untuk menghitung perubahan bersih pada Saldo laba yang belum ditentukan penggunaannya, pertama-tama identifikasi nilai 'Laba (rugi)' (Profit (loss)) yaitu 5,758,148. Kemudian, temukan 'Pendapatan komprehensif lainnya' (Other comprehensive income) yaitu (41,347). Selanjutnya, cari 'Distribusi dividen kas' (Distributions of cash dividends) yaitu (6,332,900). Jumlahkan ketiga nilai ini: 5,758,148 + (-41,347) + (-6,332,900).","-616,099",Full Amount,0.96,arithmetic_reasoning,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0016
Apakah Ekuitas yang dapat diatribusikan kepada entitas induk (Equity attributable to parent entity) UNVR meningkat atau menurun dari awal hingga akhir periode di tahun 2021?,"Untuk menentukan apakah Ekuitas yang dapat diatribusikan kepada entitas induk meningkat atau menurun, bandingkan nilai pada awal periode dengan nilai pada akhir periode. Temukan nilai 'Ekuitas yang dapat diatribusikan kepada entitas induk' untuk 'Posisi ekuitas, awal periode' yaitu 4,937,368. Kemudian, temukan nilai untuk 'Posisi ekuitas, akhir periode' yaitu 4,321,269. Bandingkan kedua nilai tersebut.","Ekuitas yang dapat diatribusikan kepada entitas induk UNVR menurun dari 4,937,368 pada awal periode menjadi 4,321,269 pada akhir periode tahun 2021.",Full Amount,0.95,comparative_trend,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0016
Berapakah nilai Ekuitas yang dapat diatribusikan kepada entitas induk UNVR pada akhir periode tahun 2021?,"Untuk menemukan nilai ini, cari baris 'Posisi ekuitas, akhir periode' dan kolom 'Ekuitas yang dapat diatribusikan kepada entitas induk' dalam tabel. Nilai yang berpotongan adalah jawabannya.","4,937,368 Full Amount",Full Amount,0.98,direct_retrieval,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0019
"Berapakah total dampak kumulatif dari Laba (rugi), Pendapatan komprehensif lainnya, dan Distribusi dividen kas terhadap Saldo laba yang belum ditentukan penggunaannya UNVR pada tahun 2021?","Identifikasi nilai 'Laba (rugi)', 'Pendapatan komprehensif lainnya', dan 'Distribusi dividen kas' dari kolom 'Saldo laba yang belum ditentukan penggunaannya'. Jumlahkan ketiga nilai tersebut untuk mendapatkan total dampaknya.","-344,494 Full Amount",Full Amount,0.97,arithmetic_reasoning,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0019
Bagaimana perubahan nilai Ekuitas UNVR dari awal periode hingga akhir periode pada tahun 2021?,"Temukan nilai 'Ekuitas' pada baris 'Posisi ekuitas, awal periode' dan 'Posisi ekuitas, akhir periode'. Bandingkan kedua nilai ini untuk menentukan apakah terjadi peningkatan atau penurunan.","Ekuitas UNVR mengalami penurunan dari 5,281,862 Full Amount pada awal periode menjadi 4,937,368 Full Amount pada akhir periode tahun 2021.",Full Amount,0.96,comparative_trend,UNVR,2021,math,UNVR_2021_FinancialStatement_marker,UNVR_2021_FinancialStatement_marker_chk0019
What specifically supports UNVR's clear and directed strategies and priorities in 2021?,Locate the sentence in the text that describes what supports the company's strategies and priorities. Extract the specific elements mentioned.,"In 2021, UNVR's clear and directed strategies and priorities are supported by its experience, infrastructure, and team that understands the intricacies of the Indonesian market.",N/A,0.98,fact_extraction,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0003
How does UNVR describe its long-term business growth objectives in 2021 amidst the challenging times?,Find the statement that outlines UNVR's efforts to build its business for long-term growth. Synthesize the key characteristics of this growth as described.,"In 2021, UNVR describes its long-term business growth objectives as striving to build a business for growth that is consistent, competitive, profitable, and responsible.",N/A,0.97,summarization,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0003
"Based on the text, why did UNVR create products that fit the needs during the pandemic in 2021?","Identify the statement about creating products for pandemic needs. Then, connect this action to the overall context of the challenging times and the company's strategic goals mentioned in the surrounding text. Infer the reason for this product focus.","In 2021, UNVR created products that fit the needs during the pandemic because it was operating ""Di masa yang penuh tantangan ini, dengan berlanjutnya pandemi COVID-19"" (In these challenging times, with the ongoing COVID-19 pandemic), and this was part of its strategy to build business for growth and recovery.",N/A,0.96,logical_inference,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0003
"According to UNVR's 2021 annual report, what was the theme for 2018?","Locate the section titled 'Kesinambungan Tema' or 'Theme Continuity'. Within this section, find the specific entry for the year 2018 and extract both the English and Indonesian themes provided.","According to UNVR's 2021 annual report, the theme for 2018 was 'TRANSFORMING FOR A SUSTAINABLE FUTURE' (ERTRANSFORMASI NTUK MASA DEPAN ERKELANJUTAN).",N/A,0.98,fact_extraction,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0004
"Based on UNVR's 2021 annual report, how does the company describe its 'Theme Continuity' for the years 2017-2019?","Identify the main heading 'Kesinambungan Tema' and then synthesize the themes provided for 2017, 2018, and 2019. Combine these individual themes into a concise description of the overall continuity or progression.","Based on UNVR's 2021 annual report, its 'Theme Continuity' for 2017-2019 describes an evolving focus on sustainability and future readiness. In 2017, the theme was 'BUILDING A SUSTAINABLE FUTURE EVERY DAY', which progressed in 2018 to 'TRANSFORMING FOR A SUSTAINABLE FUTURE'. By 2019, the theme expanded to 'PURPOSE-LED, FUTURE FIT TOGETHER STRONGER ON THE RIGHT PATH WITH THE NATION TO RECOVER', emphasizing purpose, relevance, competitiveness, and national recovery.",N/A,0.96,summarization,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0004
"Based on UNVR's 2021 annual report, what underlying strategic shift can be inferred from the evolution of its 'Theme Continuity' from 2017 to 2019?","Analyze the progression of themes from 2017 ('BUILDING A SUSTAINABLE FUTURE EVERY DAY'), to 2018 ('TRANSFORMING FOR A SUSTAINABLE FUTURE'), and finally to 2019 ('PURPOSE-LED, FUTURE FIT TOGETHER STRONGER ON THE RIGHT PATH WITH THE NATION TO RECOVER'). Identify the key changes in focus or emphasis across these years to infer a broader strategic direction.","Based on UNVR's 2021 annual report, the evolution of its 'Theme Continuity' from 2017 to 2019 suggests a strategic shift from foundational efforts in sustainability to a more dynamic, purpose-driven, and externally-oriented approach. Initially focused on 'building' and then 'transforming' for sustainability, the 2019 theme indicates a broader emphasis on being 'purpose-led' and 'future-fit,' while also explicitly aligning with national recovery efforts, implying an adaptation to broader societal and economic contexts beyond internal sustainability initiatives.",N/A,0.95,logical_inference,UNVR,2021,text,UNVR-Annual-Report-2021_marker,UNVR-Annual-Report-2021_marker_chk0004
What is the type of auditor's opinion for ADRO in 2021?,Locate the row labeled 'Jenis opini auditor' (Type of auditor's opinion) and extract the corresponding value for ADRO in 2021.,Wajar Tanpa Pengecualian / Unqualified,Full Amount,0.98,direct_retrieval,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0006
"For ADRO in 2021, what is the sum of its sector code and the number of years the audit signing partner has served?",1. Locate the row labeled 'Sektor' (Sector) and identify its numerical value. 2. Locate the row labeled 'Lama tahun penugasan partner yang menandatangani' (Number of years served as audit signing partner) and identify its numerical value. 3. Add these two numerical values together.,5,Full Amount,0.95,arithmetic_reasoning,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0006
Did the auditor for ADRO change between the prior year and the current year in 2021?,1. Locate the value for 'Auditor tahun berjalan' (Current year auditor). 2. Locate the value for 'Auditor tahun sebelumnya' (Prior year auditor). 3. Compare these two values to determine if there was a change for ADRO in 2021.,"No, the auditor remained Tanudiredja, Wibisana, Rintis & Rekan for both the current year and the prior year.",Full Amount,0.97,comparative_trend,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0006
What was ADRO's Total current assets in 2021?,Locate the row labeled 'Jumlah aset lancar' (Total current assets) and find the corresponding value in the column for '31 December 2021'.,"2,838,132",Full Amount,0.98,direct_retrieval,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0011
Calculate the difference in ADRO's Cash and cash equivalents between 2021 and 2020.,"First, find the value for 'Kas dan setara kas' (Cash and cash equivalents) for 31 December 2021. Then, find the value for 'Kas dan setara kas' for 31 December 2020. Subtract the 2020 value from the 2021 value to find the difference.","The difference is 637,438 (1,811,141 - 1,173,703).",Full Amount,0.97,arithmetic_reasoning,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0011
Did ADRO's Total current liabilities increase or decrease from 2020 to 2021?,Locate the value for 'Jumlah liabilitas jangka pendek' (Total current liabilities) for 31 December 2020 and 31 December 2021. Compare these two values to determine the trend.,"ADRO's Total current liabilities increased from 1,144,923 in 2020 to 1,361,558 in 2021.",Full Amount,0.96,comparative_trend,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0011
What was ADRO's total non-current liabilities in 2021?,"To find ADRO's total non-current liabilities in 2021, locate the row labeled 'Jumlah liabilitas jangka panjang' (Total non-current liabilities) and extract the corresponding value from the 2021 column.","1,767,063 Full Amount",Full Amount,0.98,direct_retrieval,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0013
Calculate the combined amount of ADRO's long-term bank loans and long-term finance lease liabilities in 2021.,"First, locate the value for 'Liabilitas jangka panjang atas utang bank' (Long-term bank loans) for 2021. This is 550,594. Next, locate the value for 'Liabilitas jangka panjang atas liabilitas sewa pembiayaan' (Long-term finance lease liabilities) for 2021. This is 42,271. Finally, add these two values together: 550,594 + 42,271.","592,865 Full Amount",Full Amount,0.97,arithmetic_reasoning,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0013
Did ADRO's total equity increase or decrease in 2021 compared to the previous year?,"To determine the trend, first identify the 'Jumlah ekuitas' (Total equity) for 2021, which is 4,458,315. Then, identify the 'Jumlah ekuitas' for the previous year (implied 2020 from the second column), which is 3,951,714. Compare these two values: 4,458,315 (2021) versus 3,951,714 (2020).","ADRO's total equity increased in 2021 (4,458,315) compared to the previous year (3,951,714).",Full Amount,0.96,comparative_trend,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0013
What was ADRO's Total gross profit in 2021?,"To find ADRO's Total gross profit in 2021, locate the row labeled ""Jumlah laba bruto"" (Total gross profit) in the provided financial statement. The value in the column corresponding to 2021 is the answer.","1,769,746 Full Amount",Full Amount,0.98,direct_retrieval,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0015
Calculate the difference between ADRO's Sales and revenue and its Cost of sales and revenue in 2021.,"1. Locate the row ""Penjualan dan pendapatan usaha"" (Sales and revenue) and extract its value for 2021. This is 3,992,718.
2. Locate the row ""Beban pokok penjualan dan pendapatan"" (Cost of sales and revenue) and extract its value for 2021. This is (2,222,972).
3. Subtract the absolute value of Cost of sales and revenue from Sales and revenue: 3,992,718 - 2,222,972.","The difference is 1,769,746 Full Amount.",Full Amount,0.97,arithmetic_reasoning,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0015
Did ADRO's Total profit (loss) before tax increase or decrease in 2021 compared to the previous year?,"1. Find the row ""Jumlah laba (rugi) sebelum pajak penghasilan"" (Total profit (loss) before tax).
2. Identify the value for 2021, which is 1,486,251.
3. Identify the value for the previous year (the second numerical column), which is 222,165.
4. Compare these two values to determine if there was an increase or decrease.","ADRO's Total profit (loss) before tax increased in 2021 compared to the previous year (1,486,251 vs 222,165).",Full Amount,0.96,comparative_trend,ADRO,2021,math,ADRO_2021_FinancialStatement_marker,ADRO_2021_FinancialStatement_marker_chk0015
What was the theme of ADRO's 2021 Annual Report?,Locate the sentence in the provided text that explicitly states the theme for ADRO's 2021 Annual Report.,"The theme of ADRO's 2021 Annual Report was ""Shaping a Sustainable Future through Diversification.""",N/A,0.98,fact_extraction,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0000
How does ADRO describe the composition of its businesses in 2021?,Identify the sentence in the text that details the types of businesses ADRO consists of and summarize this information.,"In 2021, ADRO's businesses consist of coal mining and non-coal mining businesses.",N/A,0.97,summarization,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0000
"Based on the 2021 Annual Report, what does ADRO's theme ""Shaping a Sustainable Future through Diversification"" imply about its business focus?","Analyze the stated theme ""Shaping a Sustainable Future through Diversification"" and connect it with the description of ADRO's business composition (coal mining and non-coal mining businesses) and the mention of moving into ""more sustainable ventures."" Infer the strategic direction implied by ""diversification"" in the context of achieving a sustainable future.","ADRO's 2021 theme ""Shaping a Sustainable Future through Diversification"" implies a strategic business focus on expanding beyond its traditional coal mining operations into non-coal mining businesses and other more sustainable ventures, as a means to build a resilient and sustainable future.",N/A,0.95,logical_inference,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0000
What section in ADRO's 2021 annual report specifically addresses its share price?,Locate the section title that explicitly mentions 'Share Price' along with the year 2021.,The section in ADRO's 2021 annual report that specifically addresses its share price is 'ADRO Share Price 2021'.,N/A,0.99,fact_extraction,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0002
What is the main purpose of the section titled 'Why Invest in Adaro Energy Indonesia?' in ADRO's 2021 annual report?,Identify the section title 'Why Invest in Adaro Energy Indonesia?' and explain its core objective based on the explicit wording.,The main purpose of the section titled 'Why Invest in Adaro Energy Indonesia?' in ADRO's 2021 annual report is to articulate and present the compelling reasons and benefits for potential investors to consider investing in ADRO.,N/A,0.95,summarization,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0002
"Based on the listed sections in ADRO's 2021 annual report, which sections would be most relevant for an individual evaluating ADRO as a potential investment?",Review all the listed section titles and infer which ones would provide critical information for an investor's decision-making process.,"Based on the listed sections in ADRO's 2021 annual report, the sections most relevant for an individual evaluating ADRO as a potential investment would be 'ADRO Share Price 2021', 'Why Invest in Adaro Energy Indonesia?', and 'Corporate Profile'.",N/A,0.95,logical_inference,ADRO,2021,text,ADRO-Annual-Report-2021_marker,ADRO-Annual-Report-2021_marker_chk0002
What was the Jumlah Aset for PT Kitadin in 2021?,Locate the row corresponding to 'PT Kitadin'. Find the value in the 'Jumlah Aset' column for that row.,126.510 RIBUAN USD,RIBUAN USD,0.98,direct_retrieval,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0002
What is the combined Jumlah Aset for PT Indominco Mandiri (IMM) and PT Trubaindo Coal Mining (TCM) in 2021?,"1. Locate the row for 'PT Indominco Mandiri (IMM)' and extract its 'Jumlah Aset'.
2. Locate the row for 'PT Trubaindo Coal Mining (TCM)' and extract its 'Jumlah Aset'.
3. Add these two values together.",891.689 RIBUAN USD,RIBUAN USD,0.97,arithmetic_reasoning,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0002
"Among the entities primarily involved in 'Penambangan batubara / coal mining', which one had the highest Jumlah Aset in 2021?","1. Identify all entities whose 'Kegiatan Usaha' is related to 'Penambangan batubara' or 'coal mining'.
2. List their respective 'Jumlah Aset' values:
   - PT Graha Panca Karsa: 3.100
   - PT Indominco Mandiri (IMM): 443.226
   - PT Trubaindo Coal Mining (TCM): 448.463
   - PT Jorong Barutama Greston (JBG): 42.653
   - PT Bharinto Ekatama (BEK): 341.681
   - PT Kitadin: 126.510
   - PT Tepian Indah Sukses: 4.485
   - PT Nusa Persada Resources: 18.696
3. Compare these values to determine the highest.",PT Trubaindo Coal Mining (TCM) had the highest Jumlah Aset with 448.463 RIBUAN USD.,RIBUAN USD,0.95,comparative_trend,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0002
Berapakah nilai Kas dan setara kas untuk ITMG pada tahun 2021?,"Untuk menemukan nilai Kas dan setara kas untuk ITMG pada tahun 2021, cari baris 'Kas dan setara kas' di bawah 'Aset lancar' dan lihat kolom '31 December 2021'.","Nilai Kas dan setara kas untuk ITMG pada tahun 2021 adalah 690,970.",Full Amount,0.97,direct_retrieval,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0011
Berapakah total Piutang usaha untuk ITMG pada tahun 2021?,"Untuk menghitung total Piutang usaha untuk ITMG pada tahun 2021, Anda perlu menjumlahkan 'Piutang usaha pihak ketiga' dan 'Piutang usaha pihak berelasi' dari kolom '31 December 2021'.
1. Temukan nilai 'Piutang usaha pihak ketiga' pada tahun 2021.
2. Temukan nilai 'Piutang usaha pihak berelasi' pada tahun 2021.
3. Jumlahkan kedua nilai tersebut.","Total Piutang usaha untuk ITMG pada tahun 2021 adalah 186,814 (175,429 + 11,385).",Full Amount,0.96,arithmetic_reasoning,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0011
Apakah Jumlah aset lancar ITMG mengalami peningkatan atau penurunan dari tahun 2020 ke tahun 2021?,"Untuk menentukan apakah Jumlah aset lancar ITMG mengalami peningkatan atau penurunan, bandingkan nilai 'Jumlah aset lancar' pada '31 December 2021' dengan nilai pada '31 December 2020'.
1. Temukan 'Jumlah aset lancar' untuk tahun 2021.
2. Temukan 'Jumlah aset lancar' untuk tahun 2020.
3. Bandingkan kedua nilai tersebut untuk melihat apakah ada peningkatan atau penurunan.","Jumlah aset lancar ITMG mengalami peningkatan dari 409,638 pada tahun 2020 menjadi 988,024 pada tahun 2021.",Full Amount,0.95,comparative_trend,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0011
What are the numerical values listed for Other non-current financial liabilities for ITMG in 2021?,"Locate the financial line item ""Other non-current financial liabilities"" (or ""Liabilitas keuangan jangka panjang lainnya"") within the provided context for ITMG in 2021. Extract all numerical values directly associated with this line item.","The numerical values listed are 1,097 and 4,409.",Full Amount,0.95,direct_retrieval,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0012
Calculate the sum of the two numerical values associated with Other non-current financial liabilities for ITMG in 2021.,"First, identify the two numerical values listed for ""Other non-current financial liabilities"" for ITMG in 2021, which are 1,097 and 4,409. Then, add these two values together to find their sum.","The sum is 1,097 + 4,409 = 5,506.",Full Amount,0.95,arithmetic_reasoning,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0012
"For ITMG in 2021, which of the two numerical values listed for Other non-current financial liabilities is the larger amount?","Identify the two numerical values listed for ""Other non-current financial liabilities"" for ITMG in 2021, which are 1,097 and 4,409. Compare these two numbers to determine which one is greater.","The larger amount is 4,409.",Full Amount,0.95,comparative_trend,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0012
Berapakah jumlah laba bruto ITMG pada tahun 2021?,"Untuk menemukan jumlah laba bruto ITMG pada tahun 2021, cari baris 'Jumlah laba bruto' dan ambil nilai yang sesuai di kolom tahun 2021.","Jumlah laba bruto ITMG pada tahun 2021 adalah 916,533 Full Amount.",Full Amount,0.98,direct_retrieval,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0014
Berapakah selisih antara penjualan dan pendapatan usaha dengan beban pokok penjualan dan pendapatan ITMG pada tahun 2021?,"Untuk menghitung selisihnya, pertama temukan nilai 'Penjualan dan pendapatan usaha' untuk tahun 2021. Kemudian, temukan nilai 'Beban pokok penjualan dan pendapatan' untuk tahun 2021. Kurangkan beban pokok penjualan dan pendapatan dari penjualan dan pendapatan usaha.","Penjualan dan pendapatan usaha ITMG pada tahun 2021 adalah 2,076,813 Full Amount dan beban pokok penjualan dan pendapatan adalah 1,160,280 Full Amount. Selisihnya adalah 2,076,813 - 1,160,280 = 916,533 Full Amount.",Full Amount,0.97,arithmetic_reasoning,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0014
Apakah laba (rugi) dari operasi yang dilanjutkan ITMG meningkat atau menurun pada tahun 2021 dibandingkan dengan tahun 2020?,"Untuk menentukan tren, bandingkan nilai 'Jumlah laba (rugi) dari operasi yang dilanjutkan' untuk tahun 2021 dengan nilai untuk tahun 2020. Jika nilai 2021 lebih besar dari 2020, maka meningkat; jika lebih kecil, maka menurun.","Jumlah laba (rugi) dari operasi yang dilanjutkan ITMG pada tahun 2021 adalah 475,390 Full Amount, sedangkan pada tahun 2020 adalah 37,828 Full Amount. Karena 475,390 lebih besar dari 37,828, maka laba (rugi) dari operasi yang dilanjutkan ITMG meningkat pada tahun 2021 dibandingkan dengan tahun 2020.",Full Amount,0.96,comparative_trend,ITMG,2021,math,ITMG_2021_FinancialStatement_marker,ITMG_2021_FinancialStatement_marker_chk0014
What core message regarding national and societal growth did ITMG emphasize in 2021?,Locate the sentence in the first paragraph that explicitly states a fundamental message about the condition required for a nation's and society's growth.,"In 2021, ITMG emphasized the core message: ""Pertumbuhan suatu negara dan masyarakatnya hanya dapat berlangsung pada planet yang terpelihara dengan baik.""",N/A,0.98,fact_extraction,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0001
How did ITMG describe its approach to adapting its business towards global sustainability in 2021?,Identify the paragraph that discusses ITMG's new vision and mission launched in 2021 and how it adapted its business. Synthesize the methods mentioned for achieving this adaptation.,"In 2021, ITMG adapted its business towards global sustainability, starting with a new vision and mission launched at the beginning of the year. This adaptation was enabled by wise management and an agile mindset, allowing ITMG to seize significant opportunities.",N/A,0.97,summarization,ITMG,2021,text,ITMG-Annual-Report-2021_marker,ITMG-Annual-Report-2021_marker_chk0001
